Unnamed: 0,tissue,cell_type,mass,groups,for_final_table,extrapolate,density,err,mean_volume_fl,mean_volume_err,child_10y,tot_child_10y,tot_mass_child_10y,woman,tot_woman,tot_mass_woman,man,tot_man,tot_mass_man,mass_err
0,Adipose tissue,B cells,0.00275406289041236,adipose tissue,Others,human,890.487763498374,2.60303801668483,199.33984553515,1.04332784880751,7500.0,6678658.22623781,0.00142451528814433,19000.0,16919267.5064691,0.00360877206329896,14500.0,12912072.5707264,0.00275406289041236,2.60548552029904
1,Adrenal glands,B cells,0.00141653895683216,internal epithelial,Others,extrapolation,474375.87244939,2.32176441408403,199.33984553515,1.04332784880751,7.0,3320631.10714573,0.000708269478416081,13.0,6166886.34184208,0.00131535760277272,14.0,6641262.21429147,0.00141653895683216,2.32424361822654
2,Blood,B cells,0.287413075573125,blood,Blood,human,244999.91713038,1.00005739021599,199.33984553515,1.04332784880751,2616.0,640919783.213074,0.136704110127144,4251.0,1041494647.72125,0.22214417895661,5500.0,1347499544.21709,0.287413075573125,1.04332788931331
3,Brain,B cells,0.00307660537258046,CNS,Others,human,9947.77369439828,1.13101445530638,199.33984553515,1.04332784880751,1300.0,12932105.8027178,0.00275833585127904,1300.0,12932105.8027178,0.00275833585127904,1450.0,14424271.8568775,0.00307660537258046,1.13907510685246
4,Breasts,B cells,0.002529533851486,internal epithelial,Others,extrapolation,474375.87244939,2.32176441408403,199.33984553515,1.04332784880751,15.0,7115638.08674086,0.0015177203108916,500.0,237187936.224695,0.05059067702972,25.0,11859396.8112348,0.002529533851486,2.32424361822654
5,Bronchial tree,B cells,0.0115881301506187,barrier epithelial,Lungs,extrapolation,1810982.33673484,3.8592890985105,199.33984553515,1.04332784880751,13.15,23814417.7280632,0.00507946371602117,24.66,44658824.4238812,0.00952544298380853,30.0,54329470.1020453,0.0115881301506187,3.86185993284275
6,Cartilage ,B cells,0.00264368263002773,connective,Others,extrapolation,11267.7898175692,1.95906638838063,199.33984553515,1.04332784880751,820.0,9239587.65040672,0.0019707452332934,900.0,10141010.8358123,0.00216301306093178,1100.0,12394568.7993261,0.00264368263002773,1.96168610776242
7,Colon,B cells,0.265395309999857,barrier epithelial,GI,human,3362897.45614803,2.06548238839946,199.33984553515,1.04332784880751,210.0,706208465.791086,0.150629770540459,360.0,1210643084.21329,0.258222463783644,370.0,1244272058.77477,0.265395309999857,2.0680432274432
8,Connective tissue,B cells,0.0038453565527676,connective,Others,extrapolation,11267.7898175692,1.95906638838063,199.33984553515,1.04332784880751,701.37,7902889.74434849,0.00168563607838413,1315.07,14817932.3553907,0.00316057065115506,1600.0,18028463.7081107,0.0038453565527676,1.96168610776242
9,Epididymes,B cells,0.00172008301901048,internal epithelial,Others,extrapolation,474375.87244939,2.32176441408403,199.33984553515,1.04332784880751,1.6,759001.395919025,0.000161890166495104,0.0,0.0,0.0,17.0,8064389.83163964,0.00172008301901048,2.32424361822654
10,Esophagus,B cells,0.0154508402008249,barrier epithelial,GI,extrapolation,1810982.33673484,3.8592890985105,199.33984553515,1.04332784880751,18.0,32597682.0612272,0.00695287809037119,35.0,63384381.7857195,0.0135194851757217,40.0,72439293.4693937,0.0154508402008249,3.86185993284275
11,Eyes ,B cells,3.18269521301427e-05,CNS,Others,extrapolation,9947.77369439828,1.13101445530638,199.33984553515,1.04332784880751,12.0,119373.284332779,2.54615617041142e-05,15.0,149216.605415974,3.18269521301427e-05,15.0,149216.605415974,3.18269521301427e-05,1.13907510685246
12,Fallopian tubes,B cells,0.0,internal epithelial,Others,extrapolation,474375.87244939,2.32176441408403,199.33984553515,1.04332784880751,0.0,0.0,0.0,2.1,996189.33214372,0.000212480843524824,0.0,0.0,0.0,2.32424361822654
13,Gallbladder,B cells,0.0010118135405944,internal epithelial,Others,extrapolation,474375.87244939,2.32176441408403,199.33984553515,1.04332784880751,4.4,2087253.83877732,0.000445197957861536,8.0,3795006.97959512,0.00080945083247552,10.0,4743758.7244939,0.0010118135405944,2.32424361822654
14,Heart,B cells,0.00965051301545103,striated muscle,Others,human,137106.664588149,1.7962342288809,199.33984553515,1.04332784880751,140.0,19194933.0423408,0.00409415703685801,250.0,34276666.1470372,0.00731099470867502,330.0,45245199.3140891,0.00965051301545103,1.79899148146458
15,Kidneys,B cells,0.0151525185617437,internal epithelial,Others,human,229163.388763216,1.05877392241075,199.33984553515,1.04332784880751,180.0,41249409.977379,0.00879823658423828,275.0,63019931.9098845,0.0134417503370307,310.0,71040650.5165971,0.0151525185617437,1.07373079858244
16,Larynx,B cells,0.0108155881405774,barrier epithelial,Lungs,extrapolation,1810982.33673484,3.8592890985105,199.33984553515,1.04332784880751,12.0,21731788.0408181,0.00463525206024746,19.0,34408664.397962,0.00733914909539181,28.0,50707505.4285756,0.0108155881405774,3.86185993284275
17,Liver,B cells,0.377007811151165,internal epithelial,Liver,human,981973.90768486,2.20737810832685,199.33984553515,1.04332784880751,830.0,815038343.378434,0.173842490697482,1400.0,1374763470.75881,0.293228297562017,1800.0,1767553033.83275,0.377007811151165,2.20988544076407
18,Lungs,B cells,0.451937075874127,barrier epithelial,Lungs,extrapolation,1810982.33673484,3.8592890985105,199.33984553515,1.04332784880751,487.0,881948397.989868,0.188113979445043,925.0,1675158661.47973,0.357300679644075,1170.0,2118849333.97977,0.451937075874127,3.86185993284275
19,Lymph nodes,B cells,34.9350368049601,lymphatic system,Lymph system,multiplex,727948728.738165,1.35766910204205,199.33984553515,1.04332784880751,99.0,72066924145.0784,15.3714161941824,185.0,134670514816.561,28.7243635951894,225.0,163788463966.087,34.9350368049601,1.36164999024905
20,Lymph vessels,B cells,0.00121369066196728,connective,Lymph system,human,11267.7898175692,1.95906638838063,199.33984553515,1.04332784880751,221.0,2490181.54968279,0.000531139873851025,415.0,4676132.7742912,0.000997389355874097,505.0,5690233.85787243,0.00121369066196728,1.96168610776242
21,Ovaries,B cells,0.0,internal epithelial,Others,extrapolation,474375.87244939,2.32176441408403,199.33984553515,1.04332784880751,0.0,0.0,0.0,11.0,5218134.5969433,0.00111299489465384,0.0,0.0,0.0,2.32424361822654
22,Pancreas,B cells,0.0141653895683216,internal epithelial,Others,extrapolation,474375.87244939,2.32176441408403,199.33984553515,1.04332784880751,60.0,28462552.3469634,0.0060708812435664,120.0,56925104.6939269,0.0121417624871328,140.0,66412622.1429147,0.0141653895683216,2.32424361822654
23,Parathyroid glands,B cells,1.82126437306992e-05,internal epithelial,Others,extrapolation,474375.87244939,2.32176441408403,199.33984553515,1.04332784880751,0.08,37950.0697959512,8.09450832475521e-06,0.15,71156.3808674086,1.5177203108916e-05,0.18,85387.6570408903,1.82126437306992e-05,2.32424361822654
24,Periarticular tissue,B cells,0.00216301306093178,connective,Others,extrapolation,11267.7898175692,1.95906638838063,199.33984553515,1.04332784880751,394.52,4445368.43882739,0.000948168791998671,739.73,8335122.16175044,0.00177782850173674,900.0,10141010.8358123,0.00216301306093178,1.96168610776242
25,Pineal gland,B cells,1.82126437306992e-05,internal epithelial,Others,extrapolation,474375.87244939,2.32176441408403,199.33984553515,1.04332784880751,0.08,37950.0697959512,8.09450832475521e-06,0.15,71156.3808674086,1.5177203108916e-05,0.18,85387.6570408903,1.82126437306992e-05,2.32424361822654
26,Pituitary gland,B cells,6.0708812435664e-05,internal epithelial,Others,extrapolation,474375.87244939,2.32176441408403,199.33984553515,1.04332784880751,0.35,166031.555357287,3.5413473920804e-05,0.6,284625.523469634,6.0708812435664e-05,0.6,284625.523469634,6.0708812435664e-05,2.32424361822654
27,Prostate gland,B cells,0.00172008301901048,internal epithelial,Others,extrapolation,474375.87244939,2.32176441408403,199.33984553515,1.04332784880751,1.6,759001.395919025,0.000161890166495104,0.0,0.0,0.0,17.0,8064389.83163964,0.00172008301901048,2.32424361822654
28,Red marrow,B cells,3.06822910724561,marrow,Bone Marrow,human,12294872.4831443,1.94178577387962,199.33984553515,1.04332784880751,630.0,7745769664.38093,1.65212336543995,900.0,11065385234.8299,2.36017623634278,1170.0,14385000805.2789,3.06822910724561,1.94441700634911
29,SI,B cells,1.29396477279797,barrier epithelial,GI,human,9347594.43334444,2.20411905249185,199.33984553515,1.04332784880751,369.0,3449262345.9041,0.735705702869724,601.0,5617904254.44001,1.19826321795313,649.0,6066588787.24054,1.29396477279797,2.20662735951848
30,Salivary glands,B cells,0.00860041509505241,internal epithelial,Others,extrapolation,474375.87244939,2.32176441408403,199.33984553515,1.04332784880751,44.0,20872538.3877732,0.00445197957861536,70.0,33206311.0714573,0.0070826947841608,85.0,40321949.1581982,0.00860041509505241,2.32424361822654
31,Skeletal Muscles,B cells,0.0533717031616306,striated muscle,Others,human,8779.87447417277,1.88016642173148,199.33984553515,1.04332784880751,11000.0,96578619.2159005,0.0205996047290504,17500.0,153647803.298024,0.0327720984325802,28500.0,250226422.513924,0.0533717031616306,1.88284409293453
